employee_id,first_name,last_name,email,age,salary,department,hire_date,active,performance_score
65,Diana,Anderson,charlie.lee@company.com,57,38207.43,HR,2022-11-19,True,3.7
66,Drew,Thompson,tara.martin@firm.co,35,67977.8,Sales,2019-06-14,True,3.8
67,Maya,Jones,maya.anderson@firm.co,52,43794.83,Operations,2024-12-01,True,1.8
68,Charlie,Wilson,rachel.sanchez@company.com,36,42641.1,Sales,2019-04-05,True,3.6
69,Rachel,Garcia,olivia.sanchez@firm.co,29,37745.93,Finance,2016-06-29,True,4.3
70,Jack,White,uma.miller@enterprise.net,35,26774.93,Marketing,2023-02-26,True,1.2
71,Alex,Taylor,tara.thomas@firm.co,44,53656.74,Marketing,2022-10-22,True,4.6
72,Uma,Lee,eve.johnson@corp.com,61,87577.77,Operations,2021-02-19,False,1.1
73,Tara,Rodriguez,diana.sanchez@enterprise.net,42,110129.68,Engineering,2021-05-10,False,2.4
74,Casey,Martin,wendy.williams@firm.co,37,53528.3,Engineering,2020-08-25,True,1.1
75,Blake,Sanchez,uma.garcia@company.com,39,86722.11,HR,2018-08-22,True,1.3
76,Liam,Moore,henry.thompson@corp.com,45,57108.35,Finance,2021-03-04,True,4.6
77,Sam,Harris,olivia.taylor@firm.co,47,31985.29,HR,2020-11-07,False,2.4
78,Grace,Thomas,tara.garcia@enterprise.net,46,79018.85,Finance,2022-02-28,True,2.7
79,Wendy,Anderson,liam.martinez@corp.com,62,69696.28,Marketing,2025-07-08,True,1.9
80,Charlie,Wilson,noah.harris@enterprise.net,50,101360.39,Marketing,2021-05-04,True,3.4
81,Bob,Clark,victor.martin@company.com,36,34306.43,Finance,2018-02-27,True,3.4
82,Victor,White,zoe.lee@enterprise.net,22,120920.65,HR,2024-05-19,False,2.5
83,Henry,Jackson,charlie.hernandez@company.com,46,96834.35,Engineering,2019-09-17,False,2.3
84,Yara,Rodriguez,rachel.perez@corp.com,28,64641.53,Operations,2025-08-22,True,4.5
85,Jack,Hernandez,jack.rodriguez@firm.co,30,59027.24,Finance,2018-07-07,True,2.5
86,Charlie,Davis,blake.jones@enterprise.net,45,50683.8,Finance,2017-08-18,True,3.0
87,Blake,Clark,charlie.jackson@business.org,22,67194.65,Finance,2018-10-10,True,2.1
88,Henry,Williams,drew.lopez@enterprise.net,29,61321.28,HR,2024-12-30,True,4.1
89,Blake,Rodriguez,uma.thompson@corp.com,45,75275.91,Engineering,2017-03-25,True,2.6
90,Diana,Anderson,eve.martin@company.com,32,59112.67,HR,2017-05-05,True,3.1
91,Maya,Davis,jack.moore@corp.com,38,93299.27,Sales,2019-02-21,True,2.0
92,Ivy,Harris,uma.sanchez@enterprise.net,29,67500.92,Sales,2025-03-13,False,5.0
93,Olivia,Anderson,alex.jones@firm.co,56,59863.66,Finance,2017-11-06,True,2.2
94,Uma,Jackson,charlie.lee@corp.com,56,85485.73,Finance,2016-03-12,True,4.1
95,Alex,Martin,quinn.lopez@company.com,54,32549.53,Finance,2024-11-22,False,2.7
96,Liam,Perez,liam.martinez@business.org,26,71819.77,Engineering,2021-09-11,True,1.8
97,Frank,Gonzalez,grace.hernandez@corp.com,63,65511.43,Engineering,2020-01-26,True,4.2
98,Liam,Hernandez,grace.davis@business.org,60,36782.99,Finance,2024-07-08,False,2.3
99,Liam,Smith,eve.williams@enterprise.net,62,30829.93,Engineering,2022-06-16,False,4.5
100,Grace,Thomas,blake.sanchez@company.com,49,85206.9,Marketing,2016-11-18,True,4.7
101,Victor,Hernandez,quinn.harris@firm.co,28,84255.81,Finance,2018-01-06,True,4.4
102,Ivy,Garcia,alex.white@firm.co,30,68451.17,Marketing,2022-04-30,True,1.1
103,Wendy,Thomas,bob.perez@enterprise.net,29,99333.16,HR,2018-11-27,True,4.1
104,Drew,Miller,casey.harris@firm.co,33,73819.36,Marketing,2024-09-26,False,2.6
105,Victor,Lopez,eve.martin@corp.com,55,89996.11,HR,2022-07-20,True,4.5
106,Uma,Sanchez,eve.garcia@business.org,54,73406.49,Operations,2017-02-15,True,3.6
107,Charlie,Rodriguez,alex.thompson@firm.co,44,59483.81,HR,2020-10-19,True,4.3
108,Tara,Hernandez,zoe.garcia@corp.com,45,43849.37,Finance,2021-06-06,True,3.0
109,Uma,Rodriguez,bob.wilson@enterprise.net,58,52931.27,Finance,2021-04-11,True,3.1
110,Frank,Martin,victor.white@business.org,56,59857.55,HR,2016-06-27,True,1.6
111,Rachel,Thompson,olivia.martin@enterprise.net,61,92263.06,Engineering,2018-04-19,False,4.1
112,Xander,Rodriguez,yara.white@corp.com,43,80398.39,Sales,2025-05-12,True,2.7
113,Henry,Moore,henry.moore@business.org,48,71606.38,Marketing,2020-05-23,True,3.0
114,Frank,Smith,jack.sanchez@corp.com,56,82400.2,HR,2023-12-15,True,4.1
115,Olivia,Taylor,casey.clark@business.org,22,75547.67,Sales,2019-09-22,True,3.4
116,Maya,Miller,liam.perez@firm.co,56,70238.75,Finance,2023-03-30,True,1.8
117,Ivy,Williams,olivia.anderson@enterprise.net,58,35026.81,Finance,2024-03-06,True,3.4
118,Drew,Davis,yara.gonzalez@firm.co,35,87783.15,Operations,2017-05-02,True,2.6
119,Uma,White,quinn.wilson@business.org,24,55829.76,Operations,2021-04-28,True,2.9
120,Wendy,Wilson,alex.miller@firm.co,22,86770.81,HR,2016-10-09,True,1.1
121,Rachel,Thomas,eve.rodriguez@company.com,26,88704.21,Engineering,2016-10-06,True,1.8
122,Henry,Moore,uma.thomas@enterprise.net,47,51599.22,HR,2016-03-07,True,2.1
123,Victor,Harris,rachel.brown@firm.co,35,83994.32,Marketing,2019-08-03,True,3.9
124,Kate,Davis,blake.brown@enterprise.net,60,57780.25,Operations,2022-05-26,True,1.0
125,Alex,Thompson,charlie.harris@business.org,48,57899.35,Sales,2018-08-06,True,2.6
126,Yara,Thomas,ivy.anderson@firm.co,30,70149.46,Engineering,2024-02-03,True,4.7
127,Yara,Lee,eve.clark@corp.com,36,70689.45,Operations,2022-05-14,True,1.4
128,Bob,Thompson,charlie.davis@corp.com,36,65771.03,HR,2018-02-10,True,3.1
129,Henry,Thomas,casey.lopez@company.com,47,38314.24,Marketing,2016-10-16,False,4.1
130,Alex,Anderson,noah.johnson@corp.com,63,62571.07,Marketing,2015-12-26,True,4.8
131,Bob,Sanchez,quinn.lopez@business.org,34,110569.57,Engineering,2017-07-12,True,4.0
132,Zoe,Smith,maya.williams@enterprise.net,53,9319.92,Marketing,2018-06-11,True,3.9
133,Kate,Williams,henry.smith@enterprise.net,60,82394.81,Marketing,2021-07-10,False,4.3
134,Maya,Martinez,drew.brown@enterprise.net,53,86142.5,Marketing,2025-08-01,True,2.8
135,Ivy,Davis,zoe.jones@business.org,25,37833.05,Marketing,2019-07-02,True,4.2
136,Charlie,Gonzalez,bob.martinez@corp.com,51,55611.22,HR,2015-11-24,True,1.0
137,Grace,Thompson,wendy.clark@business.org,58,44985.66,Operations,2019-06-26,True,4.7
138,Drew,Davis,yara.thompson@corp.com,44,102079.31,Operations,2024-02-14,True,2.8
139,Sam,Martinez,olivia.martin@company.com,60,87060.51,Engineering,2024-04-29,True,3.2
140,Casey,Perez,casey.williams@company.com,36,88028.51,Sales,2025-03-28,False,2.0
141,Wendy,Jackson,ivy.miller@business.org,64,67412.94,Sales,2025-08-26,True,4.0
142,Kate,Lopez,rachel.white@firm.co,50,91241.84,Marketing,2019-04-15,True,1.3
143,Grace,Thomas,quinn.wilson@company.com,57,64835.27,Operations,2019-01-07,True,4.5
144,Uma,Moore,yara.martinez@business.org,34,92183.15,HR,2021-04-15,False,4.3
145,Peter,Taylor,jack.brown@company.com,53,62026.07,Marketing,2019-09-07,True,1.9
146,Maya,Lopez,henry.wilson@firm.co,28,51415.16,Marketing,2019-07-27,False,4.2
147,Casey,Wilson,olivia.williams@company.com,43,101219.01,Operations,2024-10-02,True,4.1
148,Drew,White,alex.thomas@firm.co,49,64583.02,HR,2022-04-16,True,3.5
149,Uma,Moore,rachel.smith@firm.co,23,47024.0,Finance,2023-05-09,True,2.5
150,Olivia,Hernandez,sam.davis@business.org,63,46807.32,Operations,2017-04-25,True,2.1
151,Eve,Lopez,jack.wilson@company.com,27,46868.43,Engineering,2017-05-24,True,1.9
152,Ivy,Thompson,tara.lopez@business.org,49,81888.85,Sales,2017-07-26,True,2.3
153,Eve,Anderson,sam.wilson@business.org,49,63022.74,HR,2021-11-07,True,4.6
154,Henry,Rodriguez,victor.perez@company.com,41,110959.18,Sales,2023-05-02,True,1.3
155,Xander,Martinez,quinn.lopez@company.com,51,88723.56,HR,2021-01-29,True,4.3
156,Rachel,Rodriguez,quinn.moore@firm.co,32,70142.76,Operations,2018-06-19,True,2.4
157,Rachel,Davis,zoe.taylor@firm.co,49,93077.95,HR,2016-02-28,True,3.1
158,Ivy,Brown,alice.gonzalez@corp.com,46,55089.85,Finance,2019-12-17,True,4.2
159,Xander,White,bob.lee@corp.com,60,27904.28,Marketing,2024-02-10,True,4.5
160,Sam,Miller,liam.rodriguez@company.com,54,45208.34,Engineering,2023-11-26,False,2.4
161,Noah,Hernandez,liam.sanchez@company.com,22,67944.16,Finance,2023-08-24,True,2.8
162,Casey,Brown,liam.davis@company.com,48,60549.17,Sales,2023-03-26,True,2.7
163,Sam,White,yara.jackson@enterprise.net,34,81488.31,Engineering,2018-10-16,False,1.1
164,Maya,Moore,eve.johnson@enterprise.net,62,62507.72,Marketing,2016-05-06,True,2.2
165,Liam,Harris,rachel.hernandez@business.org,24,79960.69,Operations,2022-11-15,True,2.8
166,Henry,Thompson,alex.harris@corp.com,60,95019.43,Finance,2023-07-13,True,2.6
167,Eve,Garcia,wendy.thomas@business.org,27,62446.08,HR,2024-06-03,False,3.9
168,Quinn,Miller,zoe.jones@company.com,29,76102.91,Sales,2023-09-04,True,2.5
169,Peter,Miller,wendy.harris@corp.com,48,29904.26,Finance,2018-03-08,True,3.0
170,Charlie,White,bob.martinez@business.org,30,62522.12,Finance,2016-09-27,True,2.7
171,Yara,Thomas,bob.sanchez@business.org,58,40360.84,Engineering,2019-05-07,True,4.0
172,Bob,Rodriguez,casey.johnson@enterprise.net,54,67904.54,Sales,2016-02-25,True,4.5
173,Blake,White,drew.martinez@firm.co,63,69720.0,Sales,2025-02-05,True,3.1
174,Diana,Jackson,maya.clark@firm.co,45,69653.53,Sales,2016-02-28,True,4.2
175,Eve,Harris,peter.rodriguez@company.com,36,55397.55,Engineering,2017-04-14,True,2.2
176,Uma,Taylor,yara.lee@business.org,53,110969.38,Sales,2019-07-21,True,3.2
177,Frank,Martin,jack.lopez@company.com,53,39639.57,Engineering,2020-07-14,True,2.4
178,Zoe,Martinez,blake.lee@enterprise.net,45,38417.08,HR,2018-06-24,True,2.7
179,Victor,Brown,ivy.brown@enterprise.net,62,98099.57,Engineering,2019-07-18,True,3.9
180,Noah,Clark,noah.gonzalez@corp.com,33,50914.42,Marketing,2024-11-20,True,4.5
181,Tara,Miller,casey.gonzalez@enterprise.net,60,46106.19,Operations,2022-06-13,True,1.5
182,Charlie,Martinez,frank.thomas@corp.com,23,111058.24,Sales,2018-03-05,True,3.5
183,Maya,Davis,liam.sanchez@firm.co,24,84714.45,Marketing,2024-12-14,True,3.3
184,Maya,Lopez,ivy.sanchez@company.com,58,53110.71,Marketing,2022-11-24,True,1.5
185,Tara,Garcia,xander.wilson@company.com,38,69350.16,HR,2024-08-09,True,1.8
186,Olivia,Martinez,noah.martin@business.org,23,103917.43,Finance,2023-06-30,True,2.2
187,Quinn,Smith,rachel.martinez@enterprise.net,23,78832.41,HR,2017-07-27,False,1.7
188,Ivy,Thompson,diana.williams@enterprise.net,49,90722.97,Operations,2019-03-13,False,2.0
189,Rachel,Moore,victor.martinez@enterprise.net,44,81096.06,Engineering,2020-03-30,True,2.1
190,Blake,Jones,olivia.martin@corp.com,58,83605.07,Operations,2021-12-30,True,2.3
191,Alice,Rodriguez,frank.thompson@corp.com,53,65794.83,Engineering,2021-09-14,False,4.0
192,Victor,Johnson,liam.anderson@company.com,54,65226.97,Sales,2024-04-08,True,3.3
193,Xander,Johnson,xander.lopez@firm.co,22,70341.01,Marketing,2018-03-07,True,4.9
194,Diana,Moore,noah.rodriguez@company.com,40,79689.06,HR,2018-05-11,True,2.7
195,Victor,Martinez,charlie.perez@corp.com,23,59333.69,Finance,2023-01-29,True,4.0
196,Casey,Thompson,liam.taylor@business.org,47,67441.08,HR,2024-08-02,True,4.5
197,Rachel,Jones,alice.jones@firm.co,53,58793.09,Sales,2022-07-06,True,3.7
198,Yara,Lee,victor.sanchez@corp.com,27,67313.7,HR,2018-10-05,True,2.6
199,Ivy,Harris,bob.jones@company.com,53,39980.07,Finance,2024-12-04,True,4.0
200,Yara,Thomas,henry.harris@enterprise.net,25,117119.55,Finance,2023-07-16,True,1.8
201,Uma,Brown,liam.gonzalez@firm.co,32,50341.2,Marketing,2022-02-22,True,2.3
202,Kate,Smith,bob.martin@business.org,38,57770.79,Marketing,2020-04-04,True,3.2
203,Diana,Jackson,victor.anderson@enterprise.net,59,48614.71,Sales,2020-08-27,True,3.3
204,Jack,Martinez,liam.anderson@company.com,45,77314.17,Marketing,2022-01-10,True,1.1
205,Noah,Thomas,sam.jones@firm.co,26,61079.95,Operations,2018-10-18,True,4.8
206,Frank,Thomas,liam.gonzalez@enterprise.net,55,45723.85,Operations,2018-04-25,True,3.8
207,Olivia,Anderson,uma.rodriguez@business.org,27,78137.67,Engineering,2022-04-12,False,3.0
208,Alice,Hernandez,diana.smith@business.org,43,80832.98,Marketing,2017-12-06,True,4.7
209,Xander,Garcia,peter.taylor@corp.com,32,63662.47,Engineering,2019-02-27,False,2.8
210,Casey,Johnson,drew.moore@company.com,37,51727.48,HR,2023-12-31,True,4.9
211,Xander,Rodriguez,ivy.harris@enterprise.net,54,108821.32,Engineering,2019-05-14,True,3.0
212,Ivy,Thomas,wendy.anderson@business.org,30,71801.35,Sales,2019-05-09,True,1.5
213,Quinn,Brown,tara.martinez@corp.com,27,39518.62,Finance,2021-08-15,False,4.1
214,Yara,Clark,grace.brown@business.org,37,93280.81,Sales,2016-08-25,True,3.7
215,Frank,Williams,blake.williams@corp.com,50,47884.51,Sales,2022-02-28,True,4.1
216,Quinn,Gonzalez,frank.thompson@corp.com,24,119837.57,Operations,2020-11-26,True,4.8
217,Drew,Thomas,charlie.sanchez@enterprise.net,41,66593.16,Sales,2023-10-26,True,4.1
218,Diana,Williams,victor.lopez@company.com,57,85266.32,Operations,2025-08-27,True,3.4
219,Blake,Jackson,rachel.moore@enterprise.net,40,23399.65,Sales,2022-03-13,False,4.4
220,Uma,Lee,casey.martinez@business.org,47,39317.18,Marketing,2022-12-12,True,3.7
221,Jack,Perez,wendy.thompson@business.org,24,91677.19,Operations,2016-11-23,True,2.6
222,Alex,Johnson,zoe.lopez@firm.co,40,71356.3,HR,2023-03-23,True,4.5
223,Uma,Jones,henry.brown@business.org,41,105847.93,Finance,2017-09-20,True,1.9
224,Quinn,Jones,zoe.jones@business.org,53,74703.5,Engineering,2017-05-30,True,3.9
225,Tara,Sanchez,zoe.thomas@company.com,28,67905.92,Operations,2018-07-10,True,4.5
226,Grace,Jackson,liam.moore@firm.co,62,99271.48,Engineering,2020-10-25,True,3.9
227,Eve,Martinez,liam.anderson@firm.co,54,85202.74,HR,2022-08-09,False,3.8
228,Liam,Williams,eve.martin@company.com,61,61074.78,Sales,2016-04-14,True,4.0
229,Yara,Davis,charlie.martinez@corp.com,60,43117.92,Operations,2021-09-04,True,2.9
230,Frank,Brown,wendy.white@corp.com,39,17567.69,Sales,2024-03-14,True,4.5
231,Rachel,Moore,quinn.wilson@corp.com,61,56246.69,Finance,2018-02-01,False,1.8
232,Yara,Harris,alex.jackson@company.com,22,41273.3,Engineering,2017-06-27,True,1.5
233,Drew,Wilson,eve.hernandez@company.com,32,116954.09,Sales,2021-12-27,True,2.1
234,Quinn,Martin,olivia.anderson@firm.co,49,51992.58,Marketing,2015-11-12,False,3.1
235,Drew,Martin,liam.jones@firm.co,46,51445.82,Finance,2020-04-29,True,3.0
236,Alice,Sanchez,uma.jackson@business.org,44,34575.1,Marketing,2020-07-08,True,4.3
237,Tara,Martin,yara.jones@corp.com,52,59673.65,Operations,2020-09-17,True,2.6
238,Kate,Davis,quinn.johnson@company.com,51,51709.3,Operations,2021-09-07,False,2.9
239,Peter,Harris,quinn.jones@enterprise.net,63,99754.59,Operations,2017-01-07,True,1.1
240,Alice,Taylor,frank.garcia@enterprise.net,56,68369.52,Marketing,2022-04-13,True,2.6
241,Diana,Gonzalez,drew.thompson@business.org,28,64822.72,HR,2020-03-31,True,3.6
242,Drew,Anderson,liam.taylor@enterprise.net,37,62306.54,HR,2019-07-10,True,1.1
243,Liam,Anderson,blake.williams@enterprise.net,47,80723.5,Marketing,2024-06-27,True,2.1
244,Casey,Martinez,grace.lee@firm.co,23,55953.44,HR,2023-09-27,True,1.8
245,Alex,Jackson,ivy.jones@enterprise.net,22,78344.12,Marketing,2018-06-20,True,1.2
246,Zoe,Wilson,tara.moore@company.com,33,97279.4,Sales,2018-11-27,True,2.9
247,Jack,Martinez,quinn.lee@business.org,26,74201.5,HR,2024-10-15,True,1.7
248,Henry,Jackson,sam.jackson@business.org,58,60005.37,Marketing,2016-04-08,True,4.0
249,Bob,Martin,frank.perez@firm.co,53,45930.82,Operations,2022-07-24,False,4.4
250,Henry,Johnson,xander.martin@enterprise.net,30,59497.52,Finance,2016-01-29,True,3.2
251,Casey,Martin,alex.jackson@company.com,62,76261.58,Finance,2016-06-09,True,4.9
252,Sam,White,alex.smith@company.com,56,34349.45,HR,2024-02-20,True,2.8
253,Charlie,Brown,bob.lee@firm.co,40,81630.86,Finance,2019-09-01,True,3.1
254,Charlie,Harris,ivy.lee@business.org,37,69152.25,Engineering,2023-07-04,True,5.0
255,Xander,Miller,yara.jackson@corp.com,24,62016.22,Engineering,2022-10-03,True,1.9
256,Peter,Lee,tara.lee@company.com,41,51811.73,Finance,2017-06-25,True,4.8
257,Alex,Miller,peter.lee@firm.co,45,55472.45,Operations,2018-09-06,True,1.2
258,Charlie,Rodriguez,jack.lee@enterprise.net,54,76946.12,Marketing,2024-11-06,True,2.8
259,Yara,Perez,peter.davis@corp.com,45,62435.77,Finance,2017-07-20,True,1.3
260,Rachel,Williams,jack.anderson@company.com,32,54977.2,Operations,2024-11-11,True,3.9
261,Yara,Garcia,wendy.johnson@business.org,29,74371.27,Finance,2025-07-01,True,3.4
262,Eve,Davis,olivia.wilson@corp.com,57,75163.8,Finance,2016-03-07,True,3.8
263,Eve,Garcia,olivia.miller@enterprise.net,59,40016.5,Marketing,2020-01-08,True,2.5
264,Victor,Moore,tara.jones@enterprise.net,61,76429.61,Marketing,2018-08-16,False,2.5
265,Peter,Williams,blake.thompson@enterprise.net,41,115033.96,Operations,2025-05-11,True,1.2
266,Rachel,Garcia,xander.lopez@corp.com,56,74392.42,Engineering,2016-08-05,True,2.4
267,Frank,Smith,eve.harris@enterprise.net,46,31019.86,HR,2019-03-08,True,4.7
268,Ivy,Wilson,quinn.moore@company.com,56,68547.51,Engineering,2019-03-20,True,2.5
269,Quinn,Anderson,kate.davis@corp.com,46,28383.69,Marketing,2021-03-01,True,4.3
270,Blake,Thompson,diana.rodriguez@corp.com,50,128347.43,Marketing,2017-01-30,False,4.4
271,Tara,Martin,henry.jones@company.com,39,109713.49,Operations,2019-02-03,True,2.5
272,Noah,Thomas,bob.martinez@corp.com,39,51681.23,Marketing,2023-04-28,True,3.5
273,Grace,Martinez,blake.martin@corp.com,23,20086.66,Marketing,2025-04-18,True,1.4
274,Drew,Johnson,henry.garcia@enterprise.net,56,47432.58,Marketing,2019-07-10,False,1.4
275,Rachel,Davis,drew.jackson@enterprise.net,37,61380.19,Operations,2022-10-14,True,1.2
276,Yara,Martinez,grace.harris@business.org,62,29762.73,Operations,2019-08-12,True,3.3
277,Xander,Thompson,peter.taylor@corp.com,57,63619.55,Operations,2019-08-28,True,2.7
278,Wendy,Martinez,peter.martinez@corp.com,54,61248.43,Marketing,2020-05-31,True,3.2
279,Grace,Thompson,alice.williams@corp.com,25,67503.09,Sales,2018-05-17,True,3.1
280,Wendy,Anderson,quinn.anderson@business.org,54,69592.9,Sales,2017-01-05,False,2.4
281,Jack,Williams,grace.jackson@enterprise.net,35,45687.65,Finance,2024-01-16,True,3.7
282,Maya,Perez,bob.johnson@enterprise.net,42,47931.72,Sales,2021-08-09,False,4.0
283,Victor,Davis,peter.martin@corp.com,41,65911.84,Engineering,2021-04-22,True,1.1
284,Uma,Rodriguez,jack.moore@company.com,29,52380.16,Finance,2023-03-16,True,1.8
285,Liam,Sanchez,blake.brown@corp.com,28,83149.9,HR,2017-01-18,True,3.9
286,Olivia,Sanchez,eve.rodriguez@enterprise.net,24,65717.89,Operations,2019-02-04,True,2.5
287,Casey,Lee,yara.gonzalez@enterprise.net,38,102300.06,Marketing,2017-06-26,False,3.6
288,Quinn,Jackson,bob.gonzalez@company.com,54,81409.65,Operations,2016-02-05,True,2.4
289,Olivia,Perez,sam.moore@business.org,33,87074.28,Sales,2022-06-12,True,2.6
290,Diana,Sanchez,liam.moore@enterprise.net,43,67651.32,Operations,2024-03-16,True,1.6
291,Henry,Miller,charlie.gonzalez@firm.co,43,68147.23,Engineering,2020-06-30,True,2.0
292,Henry,Wilson,olivia.harris@firm.co,51,99626.41,Operations,2020-02-02,True,3.4
293,Charlie,Brown,ivy.clark@firm.co,59,57434.14,HR,2019-12-26,True,2.7
294,Kate,Moore,victor.martin@company.com,59,75935.59,Marketing,2024-09-10,True,4.1
295,Alice,Davis,eve.brown@corp.com,29,59675.25,Marketing,2021-04-04,False,4.4
